productName,packSize,binLocation,productCode,abcCategory,allocatedStock,barcode1,caseSize,departmentName,doNotStockReason,expiryDate,groupName,markupPercentage,maxOrderQuantity,minPurchaseQuantity,minWarehouseStockLevel,onOrder,palletSize,purchaseInCases,isSeasonal,stockLevel,storageCondition,supplierName,tradePrice,retailPrice,vatRate
 LOREAL AGE PERFECT GOLDEN AGE REACT COOL CREAM - NIGHT,50ML,AGK-42,8703241,,0,3.60E+12,6,SKIN/SOAP,,,FACIAL SKINCARE,,,,,0,,FALSE,FALSE,0,,LOREAL,6.65,10.99,20
 LOREAL AGE PERFECT GOLDEN AGE ROSY RE-FORT CREAM DAY,50ML,AGK-71,8703258,,0,3.60E+12,6,SKIN/SOAP,,,FACIAL SKINCARE,,,,,0,,FALSE,FALSE,0,,LOREAL,6.65,10.99,20
* PASSPORT ID STATION PAPER & RIBBON,1,BFK-01,9745647,,0,9.90E+12,720,PHOTOGRAPHIC,,,PASSPORT PHOTO,,60,,,0,,FALSE,FALSE,16,,DL KILPATRICK,0.54,5.49,20
** PASSPORT SONY UPC-X34PF (30),,BEM-01,6585061,,0,4.58E+12,300,PHOTOGRAPHIC,,,PASSPORT PHOTO,,,,,0,,FALSE,FALSE,26,,DL KILPATRICK,0.47,5.49,20
1 MILLION AFTERSHAVE LOTION 100ML,100ML,BAN3,8716748,,0,3.35E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,6,,PUIG,28.27,59,20
1 MILLION DEO SPRAY 150ML,150ML,BAO5,9492919,,0,3.35E+12,1,PERFUMES,,,MENS FRAGRANCE ANCILLARY,,,,,0,,FALSE,FALSE,0,,PUIG,15.71,29,20
1 MILLION DEO STICK 75ML,75ML,BAS6,8716730,,0,3.35E+12,1,PERFUMES,,,MENS FRAGRANCE ANCILLARY,,,,,0,,FALSE,FALSE,0,,PUIG,14.14,26.5,20
1 MILLION EDT 100ML,100ML,BAV5,9492869,,0,3.35E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,11,,PUIG,47.12,89,20
1 MILLION EDT 200ML ,200ML,BAQ3,9547795,,0,3.35E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,63.87,119,20
1 MILLION EDT 50ML,50ML,BAM3,9492877,,0,3.35E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,31,,PUIG,34.55,66,20
1 MILLION LUCKY EDT 50ML***,50ML,BAO3,9876988,,0,3.35E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,1,,PUIG,27.75,45,20
1 MILLION ROYAL 100ML,100ML,BAN5,8786295,,0,3.35E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,3,,PUIG,54.45,104,20
1 MILLION ROYAL 50ML,50ML,BAT2,8786287,,0,3.35E+12,0,PERFUMES,,,MENS A/S SGLS,,3,,,0,,FALSE,FALSE,0,,PUIG,26.66,45,20
1 MILLION ROYAL 50ML,50ML,BAT5,8786287,,0,3.35E+12,0,PERFUMES,,,MENS A/S SGLS,,3,,,0,,FALSE,FALSE,196,,PUIG,26.66,45,20
1 MILLION SHOWER GEL 150ML,150ML,BAL5,8716755,,0,3.35E+12,1,PERFUMES,,,MENS FRAGRANCE ANCILLARY,,,,,0,,FALSE,FALSE,0,,PUIG,15.71,30,20
212 EDT 100ML***,100ML,BAM5,9426081,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,52.36,93,20
212 EDT 30ML***,30ML,BAA4,9431511,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,1,,PUIG,29.84,57,20
212 EDT 60ML,60ML,BAU7,9468026,,0,8.41E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,35.08,69,20
212 MEN EDT 100ML***,100ML,BAP6,8777344,,0,8.41E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,41.1,50,20
212 MEN EDT 50ML ,50ML,BAA7,9426172,,0,8.41E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,32.46,62,20
212 SEXY EDP 60ML***,60ML,BAE2,9426131,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,27.1,47,20
212 SEXY EDP 60ML***,60ML,BAE3,9426131,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,27.1,47,20
212 SEXY MEN EDT 50ML,50ML,BAJ7,9468646,,0,8.41E+12,1,PERFUMES,,,MENS A/S SGLS,,,,,0,,FALSE,FALSE,19,,PUIG,32.46,49,20
212 VIP BLACK EDP NS 100ML,100ML,BAO2,8792160,,0,8.41E+12,1,PERFUMES,,,MENS A/S SGLS,,3,,,0,,FALSE,FALSE,0,,,37.28,65,20
212 VIP BLACK EDP NS 100ML,100ML,BAO5,8792160,,0,8.41E+12,1,PERFUMES,,,MENS A/S SGLS,,3,,,0,,FALSE,FALSE,29,,,37.28,65,20
212 VIP ROSÉ EDP NS 50ML,50ML,BAD5,8717431,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,22,,PUIG,46.07,69,20
212 VIP ROSÉ EDP NS 80ML,80ML,BAN2,8717449,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,0,,PUIG,43.19,79,20
212 VIP ROSÉ EDP NS 80ML,80ML,BAN6,8717449,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,20,,PUIG,43.19,79,20
4 HEAD HEADACHE TREATMENT 3.6G,1,AQT-51,2912988,,0,5.02E+12,6,OTC MEDICINES,,,ANALGESICS gsl,,,,,0,,FALSE,FALSE,21,,P&G INTERACTIV MEDS,3.52,6.99,20
4 HEAD QUICKSTRIP COOLING & MIGRAINE,4PK,AQJ-21,9526658,,0,5.02E+12,6,OTC MEDICINES,,,ANALGESICS gsl,,,,,36,,FALSE,FALSE,15,,P&G INTERACTIV MEDS,2.02,3.56,20
5TH AVENUE 125ML,125ML,BAU4,9432576,,0,85805390600,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,0,,ARDEN,13.35,27,20
7 DAY PILL MATE DISPENSER,1,AHM-62,9671694,,2,5.03E+12,12,OTC MEDICINES,,,First Aid,,3,,,48,,FALSE,FALSE,36,,KEMNEEDS,1.41,2.69,20
7 SEAS CLO & MULTIVITS OAD CAPS,90,AID-01,530626,,0,5.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,63,,FALSE,FALSE,0,,P&G INTERACTIV MEDS,7.58,12.49,20
7 SEAS CLO & MULTIVITS OAD CAPS,90,AID-44,530626,,0,5.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,63,,FALSE,FALSE,28,,P&G INTERACTIV MEDS,7.58,12.49,20
7 SEAS CLO ONE-A-DAY CAPS (525mg),120,AIM-32,50179,,5,5.01E+12,3,FOOD SUPPLEMENTS,,,Seven Seas,,,,,66,,FALSE,FALSE,26,,P&G INTERACTIV MEDS,6.77,11.49,20
7 SEAS CLO ONE-A-DAY CAPS 60,60,AIN-33,487892,,0,45879002304,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,0,,FALSE,FALSE,39,,P&G INTERACTIV MEDS,3.9,7.99,20
7 SEAS EXTRA HIGH STREN CLO LIQ MED,300ML,A4C-01,2579035,,4,5.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,0,,FALSE,FALSE,0,,P&G INTERACTIV MEDS,8.29,16.99,20
7 SEAS EXTRA HIGH STREN CLO LIQ MED,300ML,AQN-G3,2579035,,4,5.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,0,,FALSE,FALSE,34,,P&G INTERACTIV MEDS,8.29,16.99,20
7 SEAS JOINTCARE COLLAGEN,30+30,AIL-61,8827123,,2,8.70E+12,4,FOOD SUPPLEMENTS,,,JOINTCARE,,,,,16,,FALSE,FALSE,25,,P&G INTERACTIV MEDS,7.36,14.99,20
7 SEAS JOINTCARE MAX GLUCOSAMINE,30+30,AIN-51,8827115,,0,8.70E+12,4,FOOD SUPPLEMENTS,,,JOINTCARE,,,,,0,,FALSE,FALSE,16,,P&G INTERACTIV MEDS,10.83,16.99,20
7 SEAS JOINTCARE SUPPLEX + TURMERIC,30+30,AIC-73,4083861,,4,5.01E+12,3,FOOD SUPPLEMENTS,,,JOINTCARE,,,,,18,,FALSE,FALSE,11,,P&G INTERACTIV MEDS,7.36,14.99,20
7 SEAS JOINTCARE SUPPLEX ESSENTIAL,30,AID-43,3745841,,0,5.01E+12,4,FOOD SUPPLEMENTS,,,JOINTCARE,,,,,42,,FALSE,FALSE,32,,P&G INTERACTIV MEDS,3.68,7.95,20
7 SEAS MAX STRENGTH 100ML,100ML,AQC-G6,8828980,,0,8.70E+12,4,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,0,,FALSE,FALSE,43,,P&G INTERACTIV MEDS,3.68,6.99,20
7 SEAS MULTIVITAMIN COMPLETE,28,AIE-41,3711447,,0,5.01E+12,4,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,36,,FALSE,FALSE,12,,P&G INTERACTIV MEDS,3.22,6.79,20
7 SEAS OMEGA 3 & PROBIOTIC,30,ARH-63,9411513,,0,8.70E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,0,,FALSE,FALSE,27,,,7.88,14.99,20
7 SEAS OMEGA3 & MLTVTMS MAN 30+30PK,60,AIO-43,8764896,,3,8.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,12,,FALSE,FALSE,11,,P&G INTERACTIV MEDS,5.87,14.99,20
7 SEAS OMEGA3 & MLTVTMS WOMAN 30+30PK,60,AIO-53,8764904,,0,8.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,36,,FALSE,FALSE,15,,P&G INTERACTIV MEDS,5.87,14.99,20
7 SEAS OMEGA3 + TURMERIC,60,AIO-31,8726796,,0,8.01E+12,3,FOOD SUPPLEMENTS,,,SEVEN SEAS,,,,,39,,FALSE,FALSE,15,,P&G INTERACTIV MEDS,8.13,17.95,20
7 SEAS PERFECT 7 MAN,30,AIO-23,3870722,,0,5.01E+12,3,FOOD SUPPLEMENTS,,,Seven Seas,,,,,42,,FALSE,FALSE,16,,P&G INTERACTIV MEDS,4.47,9.95,20
7 SEAS PERFECT 7 WOMAN,30,AIN-32,3870714,,0,5.01E+12,3,FOOD SUPPLEMENTS,,,Seven Seas,,,,,0,,FALSE,FALSE,21,,P&G INTERACTIV MEDS,3.8,9.95,20
7 SEAS PREGNANCY S1 TRYING FOR BABY,28,AIR-21,8810657,,0,8.70E+12,80,FOOD SUPPLEMENTS,,,Seven Seas,,,,,0,,FALSE,FALSE,18,,P&G INTERACTIV MEDS,6.09,11.49,20
A VOGEL DANDELION,50ML,AQX-61,9934571,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,8,,NAT HEALTH,6.16,11.99,20
A VOGEL DORMEASAN 50ML,50ML,ARU-63,9515750,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,0,,NAT HEALTH,6.16,9.99,20
A VOGEL ECHINACEA FORTE TABS,40,ASE-62,2871515,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,90,,FALSE,FALSE,0,,NAT HEALTH,6.64,9.99,20
A VOGEL ECHINAFORCE 100ML,100ML,AQU-01,830299,,2,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,300,,FALSE,FALSE,0,,NAT HEALTH,9.16,15.99,20
A VOGEL ECHINAFORCE 100ML,100ML,AQU-51,830299,,2,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,300,,FALSE,FALSE,251,,NAT HEALTH,9.16,15.99,20
A VOGEL ECHINAFORCE 15ML,15ml,ARJ-53,9617101,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,96,,FALSE,FALSE,71,,NAT HEALTH,2.23,4.99,20
A VOGEL ECHINAFORCE 50ML,50ML,ASD-32,782037,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,240,,FALSE,FALSE,194,,NAT HEALTH,5.26,8.99,20
A VOGEL ECHINAFORCE TABLETS 120,120,ARS-52,830307,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,240,,FALSE,FALSE,0,,NAT HEALTH,6.16,10.99,20
A VOGEL GINKGO BILOBA 50ML,50ML,ART-62,782045,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,16,,NAT HEALTH,6.16,10.99,20
A VOGEL HYPERIFORCE(JOHNS WORT) TAB,60,ARP-71,9609587,,1,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,14,,NAT HEALTH,6.64,11.99,20
A VOGEL LUFFA  COMPLEX DROPS,50ML,AQX-61,,,0,7.61E+12,1,FOOD SUPPLEMENTS,Supplier Shortage,,BIOFORCE,,,,,0,,FALSE,FALSE,0,,NAT HEALTH,5.85,7.99,20
A VOGEL MENOFORCE TABS OAD,30,ARP-31,9557893,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,MENOPAUSE,,,,,0,,FALSE,FALSE,0,,NAT HEALTH,7.76,12.74,20
A VOGEL MENOPAUSE SUPPORT TABS,60,ASE-73,3795564,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,MENOPAUSE,,,,,0,,FALSE,FALSE,2,,NAT HEALTH,7.89,13.59,20
A VOGEL MENOSAN 50ML,50ML,ASB-22,782060,,3,7.61E+12,6,FOOD SUPPLEMENTS,,,MENOPAUSE,,,,,0,,FALSE,FALSE,9,,NAT HEALTH,5.98,9.34,20
A VOGEL MILK THISTLE COMPLEX 50ML,50ML,ARE-23,2802452,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,3,,NAT HEALTH,6.16,10.99,20
A VOGEL MILK THISTLE TABLETS 60s,60,ARD-31,9696188,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,0,,NAT HEALTH,6.16,11.99,20
A VOGEL PASSIFLORA,50ML,ARJ-63,9967514,,0,7.61E+12,1,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,0,,NAT HEALTH,5.8,10.95,20
A VOGEL PHYTOESTROGEN PMS TABS,60,AQV-71,8844672,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,ADULT VITAMINS,,,,,0,,FALSE,FALSE,16,,NAT HEALTH,7.17,12.74,20
A VOGEL PMS RELIEF AGNUS CASTUS 50ML ,50ML,ASP-63,9863606,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,16,,NAT HEALTH,5.8,10.19,20
A VOGEL POLLINOSAN  (ALLERGY) TABS,120,AQU-72,9487984,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,HAYFEVER & ALLERGY,,,,,0,,FALSE,FALSE,12,,NAT HEALTH,6.16,9.99,20
A VOGEL PROSTASAN CAPSULES,30S,ART-51,9487992,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,18,,NAT HEALTH,10.34,19.99,20
A VOGEL SLEEPWELL,14,ARV-73,8833287,,0,7.61E+12,6,FOOD SUPPLEMENTS,,,BIOFORCE,,,,,0,,FALSE,FALSE,0,,NAT HEALTH,7.76,15.99,20
A&F AUTHENTIC FOR WOMEN 100ML,100ML,BAK3,9917626,,0,85715166517,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,1,,'-,30.73,36.88,20
A&F AUTHENTIC FOR WOMEN 50ML,50ML,BAM7,9917618,,0,85715166524,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,0,,FALSE,FALSE,1,,'-,23.44,28.13,20
A.SOLAIRE AFTERSUN HYDRATE TAN MAINTAINER,200ML ,BBG-04,485714,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,88,,LOREAL,3.99,5.99,20
A.SOLAIRE AFTERSUN HYDRATING LOTION SOOTHER 400ML,400ML,BBJ-03,8815102,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,4.71,7.25,20
A.SOLAIRE AFTERSUN SKIN SOOTHER,200ML,BBE-06,395129,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,20,,LOREAL,3.99,5.99,20
A.SOLAIRE ANTI-AGE SUPER UV FACE PROTECTION CREAM SPF50,50ML,BBK-02,8736431,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,10,,LOREAL,5.66,8.89,20
A.SOLAIRE BABY SENSTIVE ADVANCE HYPOALLERGENIC SUN CREAM SPF50+ ULTRA ,50ML,BBN-03,9706987,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,34,,LOREAL,3.26,4.99,20
A.SOLAIRE DRY MIST SPRAY SPF30,200ML,BBO-02,9706953,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,6,,LOREAL,4.55,6.99,20
A.SOLAIRE HYDRA 24HR PROTECT SPF50+ LOTION + VITAMIN C,175ML,BBD-03,8793937,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,20,,LOREAL,4.22,5.99,20
A.SOLAIRE INVISIBLE PROTECT  IDEAL BRONZE SPRAY SPF30 ,150ML,BBO-02,8787772,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,2,,LOREAL,4.55,6.49,20
A.SOLAIRE INVISIBLE PROTECT CLEAR FINISH SPF30 SPRAY,150ML,BBJ-05,8847766,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,6,,LOREAL,4.55,7,20
A.SOLAIRE INVISIBLE PROTECT SPF30 WITH ALOE VERA,150ML,BBQ-06,8846594,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,28,,LOREAL,4.55,7,20
A.SOLAIRE INVISIBLE PROTECTION GLOW SPRAY SPF30 150ML,150ML,BBJ-04,8736464,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,4.08,6.49,20
A.SOLAIRE KIDS ANTISAND PROTECTION MIST SPRAY SPF50,200ML,BBB-01,9783721,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,5.2,7.49,20
A.SOLAIRE KIDS SUN CREAM SPF50 150ML - NEMO EDITION ,150ML,BBJ-02,8736456,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,6,,,0,,FALSE,FALSE,22,,LOREAL,4.22,5.99,20
A.SOLAIRE MILK SENSITIVE KIDS SPF50+ TUBE,175ML,BBP-03,9737586,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,53,,LOREAL,5.2,7.99,20
A.SOLAIRE MILK ULTRA-HYDRATING SUN CREAM + VITAMIN C SPF30 200ML,175ML,BBC-04,9407271,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,7,,LOREAL,4.22,5.99,20
A.SOLAIRE NATURAL BRONZER SELF GRADUAL TAN LOTION,175ML,AHD-G2,8780033,,0,3.60E+12,6,SKIN/SOAP,,,FALSE TANS,,,,,0,,FALSE,FALSE,0,,LOREAL,5.57,8.49,20
A.SOLAIRE NATURAL BRONZER SELF TAN INTENSE CLEAR MOUSSE,200ML,AHV-G7,8780025,,0,3.60E+12,6,SKIN/SOAP,,,FALSE TANS,,,,,0,,FALSE,FALSE,71,,LOREAL,5.86,9.99,20
A.SOLAIRE NEW HYDRA 24H PROTECT MILK - SPF20 + VITAMIN C ,175ML,BBK-05,8847758,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,50,,LOREAL,4.22,6.5,20
A.SOLAIRE NEW INVISIBLE PROTECT REFRESH SPF50 ,200ML,BBN-04,8780199,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,4.66,6.99,20
A.SOLAIRE SENSITIVE ADVANCED INVISIBLE PROTECT MIST SPF50+ ,150ML,BBQ-03,8846602,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,5.43,8,20
A.SOLAIRE SENSITIVE ADVANCED PROTECTION LOTION SPF50+,50ML,BBM-04,8780207,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,2.43,4.99,20
A.SOLAIRE ULTRA-HYDRATING SUN CREAM SPF20 - 200ML,200ML,BBB-03,145599,,0,3.60E+12,6,SUN PREPS,,,Sun Creams,,,,,0,,FALSE,FALSE,0,,LOREAL,3.99,5.99,20
AA ADIDAS GET COMFY 100ML EDP + 100ML SHOWERGEL (P24)***,2PCE,BAZH3,8823155,,0,3.62E+12,6,PERFUMES,,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,2,,ALLEGRO ,10.78,18.5,20
AA ARIANA GRANDE CLOUD 30ML EDP + 10ML PS (P25),2PCE,BAZF3,8822587,,3,8.10E+11,6,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,90,,FALSE,FALSE,6,,,20.66,38,20
AA ARIANA GRANDE CLOUD 30ML EDP + 10ML PS (P25),2PCE,BAZN5,8822587,,3,8.10E+11,6,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,90,,FALSE,FALSE,0,,,20.66,38,20
AA ARIANA GRANDE CLOUD 50ML EDP + 7.5ML TS (P25),2PCE,BAZQ4,8822595,,0,8.10E+11,6,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,50,,FALSE,FALSE,1,,PRIMELINE,26.8,48,20
AA Ariana Grande REM 50ml Gift Set 21,50ML,BAZN4,8711707,,0,5.05E+12,0,PERFUMES,,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,0,,'-,21.78,29,20
AA ARIANA GRANDE SWEET LIKE CANDY 30ML EDP + 10ML PS (P24),2PCE,BAZJ3,8822629,,0,8.10E+11,6,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,0,,PRIMELINE,20.66,37,20
AA ARIANA GRANDE THANK U NEXT 30ML EDP + 10ML PS (P24),2PCE,BAZH3,8822611,,0,8.10E+11,6,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,0,,PRIMELINE,20.66,37,20
AA ARIANA GRANDE TRIO CRACKER MINIS 7.5ML (P24)***,3X7.5ML,BAZN3,8822603,,0,8.10E+11,6,PERFUMES,,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,8,,PRIMELINE,16.75,30,20
AA ARMANI CODE EDP 75ML + 15ML TS (P25),2PCE,BAZK3,8823510,,0,3.61E+12,1,PERFUMES,,,LADIES PERFUME SETS,,,,,24,,FALSE,FALSE,6,,PRESTIGE LOREAL DESI,51.56,99,20
AA ARMANI MY WAY EDP 30ML + 10ML PS (P25),2PC,BAZG3,8823239,,0,3.61E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,42,,FALSE,FALSE,11,,PRESTIGE LOREAL DESI,36.98,71,20
AA ARMANI SI EDP 30ML + 10ML PS (P25),2PCE,BAZG5,8823270,,0,3.61E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,42,,FALSE,FALSE,23,,PRESTIGE LOREAL DESI,38.54,74,20
AA ARMANI SI EDP 50ML + 10ML PS (P25),2PCE,BAZG4,8823247,,0,3.61E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,24,,FALSE,FALSE,6,,PRESTIGE LOREAL DESI,53.13,102,20
AA ARMANI SI PASSIONE EDP 50ML + 10ML PS (P25),2PCE,BAZI5,8823262,,0,3.61E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,12,,FALSE,FALSE,4,,PRESTIGE LOREAL DESI,53.13,102,20
AA ARMANI SI TRIO 3X15ML EDP (P24),TRIO2024,BAZK4,8823288,,0,3.61E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,0,,PRESTIGE LOREAL DESI,30.73,59,20
AA ARMANI SI TRIO 3X15ML EDP (P25),TRIO,BAZL3,9539081,,0,3.61E+12,1,PERFUMES,,,LADIES PERFUME SETS,,,,,24,,FALSE,FALSE,7,,,33.85,65,20
AA AZZARO WANTED GIRL 19,30ML,BAZM3,9920695,,0,3.35E+12,1,PERFUMES,,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,0,,MUGLER,25.56,28,20
AA BRITNEY FANTASY 100ML EDP 2 PC SET,2 PCE,BAZF3,8711632,,0,7.19E+11,1,PERFUMES,,,LADIES PERFUME SGLS,,,,,48,,FALSE,FALSE,19,,,16.5,39,20
AA BURBERRY GODDESS EDP 50ML & BODY LOTION 2PC SET (P25),2PC,BAZI5,8820938,,0,3.62E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,40,,FALSE,FALSE,15,,ALLEGRO-FRAGRANCES,59.5,102,20
AA CAROLINA HERRERA GOOD GIRL EDP 50ML + BODY MIST + PURSE SPRAY (P25),3PCE,BAZK5,8821944,,0,8.41E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,200,,FALSE,FALSE,17,,PUIG,51.31,98,20
AA CAROLINA HERRERA LA BOMBA EDP 50ML + BODY LOTION + PURSE SPRAY (P25),3PCE,BAZJ5,9521410,,0,8.41E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,30,,FALSE,FALSE,0,,PUIG,51.31,98,20
AA CH GOOD GIRL EDP 50ML 3 PCE SET (P23),3 PCE,BAZO4,8793887,,0,8.41E+12,1,PERFUMES,,,LADIES PERFUME SETS,,,,,0,,FALSE,FALSE,0,,PUIG,45.03,72,20
AA CHLOE NOMADE EDP 50ML & BODY LOTION 2PC SET (P25),SET,BAZH5,8820698,,0,3.62E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,9,,FALSE,FALSE,4,,ALLEGRO-FRAGRANCES,54.71,101,20
AA CHLOE SIGNATURE EDP 50ML+ BODY LOTION 2 PCE SET (P25),SET,BAZI5,8820672,,0,3.62E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,6,,FALSE,FALSE,4,,ALLEGRO-FRAGRANCES,54.71,101,20
AA CHLOE SIGNATURE INTENSE EDP 50ML+ BODY LOTION 2 PCE SET (P24),SET,BAZJ3,8820680,,0,3.62E+12,1,PERFUMES,Christmas Line,,LADIES PERFUME SETS,,,,,12,,FALSE,FALSE,0,,ALLEGRO-FRAGRANCES,54.25,89,20
